,fin,wrnty_start_dt,sales_area_nm,prod_dt
516,W1T98071492510657,2020-10-06,813,2019-11-21
517,W1T83913294197125,2019-04-13,843,2015-09-27
518,WDB41490819286930,2016-09-19,928,2015-08-22
519,WEB72310875534829,2021-08-15,865,2020-11-17
520,W1T75118006100620,2018-11-04,755,2018-09-20
521,WDB73611901421963,2023-04-15,706,2021-05-29
522,WEB19292630372860,2020-02-27,723,2012-04-23
523,NMB86474564158953,2023-03-15,821,2018-08-11
524,NMB24449619184546,2021-09-19,724,2021-05-14
525,NMB13195055942422,2022-10-24,526,2011-08-24
526,WDB38446467586636,2019-01-05,675,2018-12-09
527,NMB68884437877065,2022-05-24,643,2014-02-24
528,WEB52103320949142,2020-02-04,557,2016-05-23
529,W1T66643508432520,2018-09-05,601,2016-02-23
530,WDB98814970830172,2022-06-14,727,2021-05-25
531,WEB45714658289195,2021-07-30,253,2012-10-21
532,WDB12440458840517,2022-11-15,289,2013-12-17
533,NMB61931323678173,2022-10-25,761,2011-03-01
534,WEB14347619279918,2021-09-12,238,2020-11-16
535,NMB41545705559000,2017-07-09,268,2013-03-29
536,WDB61574210718604,2019-03-03,766,2017-11-27
537,NMB29522685937126,2016-11-08,402,2015-12-05
538,W1T96593000751375,2015-01-10,819,2014-06-15
539,W1T64871823918224,2019-08-22,531,2012-01-05
540,WDB68418638624416,2022-05-30,769,2021-05-14
541,NMB16269072877790,2022-06-20,253,2013-05-25
542,W1T38766407545445,2023-01-26,543,2013-10-04
543,W1T73181204824808,2018-10-04,867,2012-11-01
544,NMB33613752693913,2018-02-21,783,2014-08-25
545,WDB83693173053441,2021-10-02,649,2020-05-31
546,WDB62222787324172,2019-05-21,772,2016-08-29
547,NMB88110062820518,2016-12-30,217,2013-04-29
548,WEB36738823045402,2022-08-14,204,2020-11-28
549,NMB65624630112638,2021-07-27,743,2011-07-09
550,WDB18001220006090,2022-08-15,529,2022-02-11
551,WEB10958502619640,2022-08-22,258,2022-05-28
552,WDB76777652902709,2019-06-14,222,2018-05-07
553,NMB27885932516709,2022-09-04,413,2022-08-22
554,WDB48079943711273,2022-06-30,243,2022-02-21
555,WDB51382167398181,2022-09-13,882,2022-06-21
556,WEB23636335938725,2020-10-28,607,2018-08-01
557,WDB59969236029852,2023-02-10,629,2022-11-30
558,WEB60848095432161,2019-05-25,614,2014-01-22
559,NMB29773377591057,2017-10-02,283,2015-01-05
560,W1T14379722844272,2020-12-11,633,2019-11-25
561,WDB72616522574293,2020-08-03,917,2011-02-14
562,WEB90303134380084,2018-06-18,362,2017-11-05
563,WDB33831375113779,2023-03-21,879,2022-02-09
564,WDB96772500662347,2021-05-03,615,2013-02-03
565,NMB81397847674417,2017-06-11,878,2014-03-22
566,WEB75972328022905,2017-10-07,556,2016-03-25
567,W1T24287095251900,2022-11-20,801,2022-02-25
568,WDB89685587367361,2022-08-25,825,2011-07-14
569,NMB90626736403723,2023-01-06,243,2017-12-24
570,NMB88814410350561,2020-03-14,679,2014-09-19
571,WDB16652777970659,2016-06-05,288,2011-03-12
572,WDB40147940810443,2021-12-11,237,2017-08-27
573,WEB35143465290489,2013-10-30,252,2011-03-01
574,W1T46697466296894,2020-01-14,855,2019-02-02
575,NMB84808132410854,2023-07-27,603,2013-04-12
576,W1T63381720619004,2013-10-26,617,2013-05-11
577,NMB16401727706841,2022-11-15,275,2020-11-27
578,WEB48753158880152,2021-04-19,292,2013-09-03
579,WDB97591636560345,2021-07-07,807,2018-06-18
580,WDB21382969309474,2022-01-15,364,2019-01-02
581,NMB46600910176437,2019-01-29,577,2015-11-29
582,WEB69978295552158,2022-04-28,248,2021-05-26
583,WDB12281239239138,2017-10-27,927,2011-01-24
584,W1T52389390287028,2014-12-01,289,2014-05-23
585,W1T67207499138212,2023-01-16,654,2020-12-09
586,WEB60305384212794,2017-08-13,651,2015-07-06
587,W1T67845796103121,2018-12-07,725,2018-02-08
588,W1T49939693300650,2012-09-08,835,2011-04-10
589,WEB75891493231131,2020-05-03,555,2016-12-02
590,WDB92939639772889,2023-09-04,795,2022-07-23
591,W1T86417659780873,2022-06-17,787,2021-04-27
592,WDB94042639765491,2019-03-07,719,2013-07-19
593,NMB16510452803186,2023-09-08,720,2020-01-19
594,WEB83207545767311,2016-09-05,789,2014-12-18
595,W1T17392600823807,2021-09-13,919,2020-09-30
596,NMB40046372665158,2022-08-11,789,2020-02-15
597,NMB30730000164429,2018-03-28,252,2017-02-20
598,WDB58438826502395,2022-01-10,412,2021-06-09
599,NMB47199095299117,2022-04-15,637,2020-01-01
600,WDB27235044947337,2022-06-13,269,2021-09-14
601,W1T10653808119590,2021-08-12,289,2018-01-05
602,NMB38569182550082,2014-02-12,235,2013-07-16
603,WEB50672798569863,2023-06-06,558,2021-02-27
604,NMB67227307225250,2020-11-23,857,2017-09-03
605,WDB66449104639717,2020-03-16,561,2017-02-10
606,WDB99571012063875,2015-11-08,861,2011-03-15
607,WEB97002969170449,2022-10-31,626,2015-07-22
608,W1T43963264157830,2023-03-31,528,2017-03-29
609,W1T29238235231345,2016-02-14,230,2015-03-21
610,NMB35295324068141,2013-10-26,255,2012-11-14
611,NMB54177828113598,2019-01-02,869,2018-11-12
612,W1T70923713423393,2021-02-22,254,2019-03-02
613,W1T88726933613089,2021-01-27,553,2014-02-13
614,NMB33276435612323,2017-01-17,299,2013-05-25
615,NMB22856757053206,2023-03-29,722,2013-12-17
616,WDB53935999153047,2021-05-09,927,2020-12-01
617,WEB45199040209219,2019-02-04,865,2017-11-22
618,WEB99577669888256,2023-02-09,289,2022-08-29
619,WDB79978958997952,2019-05-17,299,2013-12-12
620,WEB86913702974184,2022-03-02,718,2019-12-13
621,WEB11575852539590,2021-10-22,362,2019-02-28
622,W1T85114675998335,2018-11-19,677,2017-07-26
623,W1T67038538084270,2021-12-06,721,2020-12-21
624,WDB53656208433061,2023-06-02,683,2021-04-21
625,NMB90842709804593,2018-12-02,569,2018-02-04
626,WEB62245230604556,2023-04-25,535,2017-03-10
627,WEB66715967703928,2023-01-21,253,2022-06-30
628,NMB97624266138483,2021-10-14,822,2012-12-09
629,NMB37662916756486,2019-02-05,815,2013-10-11
630,WDB14510764493165,2021-02-19,805,2016-09-12
631,W1T38057576898046,2022-10-11,258,2022-06-26
632,NMB42073478667553,2018-05-03,552,2014-09-26
633,W1T13220221271864,2016-01-14,230,2013-01-03
634,W1T29431093047239,2021-08-17,875,2020-03-23
635,NMB73769787506498,2022-01-21,282,2021-10-14
636,WEB27031545150120,2020-05-11,765,2014-01-25
637,WEB21128427007450,2020-05-11,654,2018-06-12
638,NMB18986812030243,2023-09-25,868,2012-09-07
639,WEB66082051888438,2022-07-04,633,2020-08-05
640,NMB22110157702102,2017-06-16,631,2011-04-27
641,WEB42400980484924,2022-10-11,251,2020-09-19
642,WEB19420893039976,2017-07-19,210,2015-06-14
643,WDB33673644102963,2016-01-14,863,2012-10-30
644,WDB33973782178278,2023-06-25,761,2022-11-02
645,WEB99211150496077,2022-06-05,205,2022-05-14
646,NMB99990309823486,2022-02-18,283,2015-09-19
647,NMB27590033924801,2017-03-22,735,2014-11-12
648,WDB22443455009197,2022-10-21,901,2021-07-10
649,WDB83422603203850,2020-06-20,250,2011-04-23
650,WEB51518564986826,2022-05-18,622,2021-02-13
651,WEB86657060025415,2020-08-23,733,2015-07-25
652,WEB77332963428248,2023-02-08,677,2012-06-20
653,NMB28768212480697,2020-03-12,817,2014-02-27
654,WDB64498892268367,2020-01-14,653,2014-06-01
655,WDB47451165089375,2017-06-09,814,2016-12-28
656,WEB96847261130478,2020-05-09,645,2019-12-11
657,NMB95057537284606,2022-12-06,833,2015-04-04
658,WDB61388982260060,2023-06-03,554,2022-08-20
659,W1T26787955983617,2012-07-30,220,2011-06-24
660,WDB66637710103415,2021-10-08,927,2011-01-15
661,WDB25811783555322,2022-09-05,215,2022-07-24
662,W1T54288035230676,2021-11-29,737,2018-06-06
663,NMB98929094931242,2022-05-16,841,2018-01-12
664,NMB52166915220547,2012-09-11,402,2011-06-29
665,W1T92490591682590,2020-12-04,927,2019-09-26
666,WDB58444738909820,2022-02-06,217,2015-08-01
667,W1T89831941746569,2017-12-26,521,2015-09-14
668,WDB19068166862810,2021-09-19,685,2020-10-14
669,WEB98606741457325,2018-05-22,385,2018-03-18
670,WEB39513306360611,2020-08-17,528,2020-06-21
671,W1T99902165486295,2020-11-21,791,2011-01-07
672,W1T43412014281083,2020-06-14,722,2020-01-17
673,WEB98544330597266,2015-11-27,282,2015-07-12
674,NMB15702113734010,2013-03-06,605,2012-04-21
675,WEB38413091661947,2016-12-03,526,2011-03-20
676,WDB12175391446727,2023-07-24,565,2022-12-04
677,WDB40330256167360,2022-10-16,616,2021-05-05
678,WEB12470646266800,2023-05-14,835,2021-01-12
679,WEB28720024302706,2020-02-14,605,2019-10-29
680,WEB73862071237433,2023-07-20,663,2021-08-07
681,NMB38335946208215,2011-10-22,543,2011-06-07
682,WEB23536808313264,2023-08-24,269,2021-01-27
683,NMB52960022203222,2022-06-08,577,2013-01-29
684,W1T58459800952418,2017-08-16,224,2016-09-10
685,WEB80718463692377,2023-03-15,837,2021-04-19
686,W1T26497651482713,2022-08-10,731,2015-06-12
687,WDB36340378963413,2021-05-10,240,2020-04-13
688,NMB46219651917252,2018-04-13,772,2017-01-26
689,WDB88370470561743,2022-12-11,233,2021-10-25
690,WEB26431491833190,2018-07-02,583,2015-04-06
691,WDB56601935453369,2021-04-14,920,2013-06-29
692,WDB53552560420941,2023-08-12,686,2023-02-21
693,WDB46226536864945,2023-08-06,737,2021-03-17
694,WEB85590797728614,2022-03-19,362,2014-06-28
695,WEB61310031528980,2023-04-05,644,2011-06-18
696,WEB35231831381544,2019-12-19,662,2016-07-04
697,WEB46599971188675,2021-08-02,203,2018-12-06
698,WDB47576200321037,2023-01-24,676,2022-08-16
699,NMB70649682384577,2021-04-12,807,2017-10-31
700,WDB67982776579677,2014-08-12,933,2012-06-11
701,NMB43251416085167,2022-01-15,243,2020-01-05
702,WEB10208313537280,2021-06-17,920,2020-08-18
703,WDB81503882411539,2023-08-20,571,2021-03-23
704,W1T12930062553096,2020-10-06,677,2020-09-07
705,WEB74254540795480,2017-09-08,607,2016-06-26
706,WDB79670516325935,2016-11-08,486,2011-03-15
707,W1T92387321781325,2022-05-24,603,2018-11-17
708,NMB49576252784641,2022-06-23,561,2021-03-29
709,NMB15404899534729,2020-01-17,613,2016-07-16
710,WEB63444834549146,2022-01-06,559,2019-03-04
711,WDB65991721156470,2019-08-15,553,2016-11-07
712,WDB64783629023044,2021-01-19,718,2019-12-09
713,WDB34753019156487,2020-04-14,651,2014-12-21
714,WDB28942212186333,2022-02-03,918,2014-10-30
715,W1T23450305518103,2018-07-09,751,2017-02-07
716,NMB66673173423365,2022-08-23,801,2015-07-23
717,NMB72982869149691,2022-07-15,200,2018-07-02
718,WEB13316012315793,2023-02-19,824,2018-08-07
719,NMB64093684836670,2014-08-24,638,2011-03-10
720,W1T20829834574988,2022-05-21,686,2021-02-03
721,WDB97233881469725,2022-07-21,701,2019-02-22
722,NMB30511471347680,2020-06-28,683,2017-08-16
723,WEB20758464723775,2021-02-19,552,2018-10-24
724,WDB33291021598611,2022-06-10,820,2021-01-08
725,WEB95774922284141,2016-06-15,288,2014-05-20
726,WDB91725085434230,2017-06-14,749,2017-02-17
727,W1T93833868968765,2013-03-01,721,2012-12-13
728,W1T30801255057215,2020-11-10,739,2013-05-08
729,WDB58651532805542,2023-08-31,848,2016-04-28
730,W1T56651724661862,2016-03-30,841,2013-04-12
731,NMB74432495477164,2023-07-23,222,2022-07-21
732,WEB61138461146447,2022-07-23,807,2019-11-12
733,WEB38879799976526,2015-09-15,622,2012-03-17
734,WDB43911679282991,2021-07-03,613,2016-02-24
735,W1T39462512700256,2023-08-24,791,2021-12-17
736,NMB50217186463746,2022-07-01,282,2015-09-19
737,WEB78233882671808,2020-10-07,743,2018-02-15
738,WEB80871581102812,2022-11-26,241,2018-11-22
739,WDB44050136420997,2022-11-23,250,2022-08-04
740,W1T87035057760748,2021-01-30,779,2020-02-12
741,WDB82468467356789,2023-02-18,607,2019-08-28
742,NMB17831469256160,2022-08-17,233,2018-03-06
743,WEB18538681497794,2022-07-11,843,2018-04-02
744,NMB12780729726548,2022-03-26,400,2015-12-12
745,WEB26921323662843,2022-12-21,414,2020-11-05
746,WEB50974423166380,2015-09-23,647,2012-06-20
747,WDB71437944056178,2021-11-16,647,2018-04-29
748,NMB43307855769579,2019-10-04,239,2012-01-16
749,W1T73185307953036,2017-11-11,793,2012-01-09
750,NMB72017709874287,2022-02-28,559,2021-11-17
751,W1T69865514101320,2023-08-24,604,2022-10-09
752,WEB11354127052083,2018-05-21,625,2012-08-20
753,WDB19128416182494,2020-12-10,617,2018-09-28
754,NMB47147137292751,2023-04-01,703,2020-01-10
755,W1T61744929839469,2023-09-14,675,2013-05-16
756,NMB98223597701548,2019-08-23,766,2014-06-04
757,WEB80173212600669,2021-05-10,623,2019-05-31
758,NMB59123408457663,2018-02-22,626,2017-02-13
759,WDB73733761825048,2021-09-25,236,2021-08-31
760,W1T31919923016333,2013-01-01,228,2011-09-20
761,W1T27312331530010,2021-06-26,406,2011-02-25
762,NMB56573565270057,2015-04-15,633,2014-03-04
763,NMB41116926949345,2021-12-20,847,2013-01-10
764,NMB84742505790242,2023-03-03,935,2021-08-31
765,NMB45071056201159,2022-02-27,257,2020-11-10
766,WDB17293203943843,2022-09-16,678,2017-11-27
767,WDB57330046839093,2018-06-24,754,2016-02-17
768,W1T21163344267942,2020-07-12,614,2014-01-07
769,NMB18483302774991,2021-03-20,274,2021-02-25
770,W1T17772626064011,2017-09-30,934,2015-04-28
771,W1T13434329730084,2019-06-13,677,2018-11-20
772,WDB19659883260591,2021-10-15,523,2021-02-04
773,WDB32820942652350,2012-08-09,204,2012-03-11
774,WDB96958849155423,2023-07-31,516,2022-07-15
775,WDB12403262764038,2017-08-29,644,2014-04-11
776,WEB75703472886884,2019-05-28,869,2014-06-13
777,W1T98334956947263,2020-12-21,255,2020-12-10
778,WEB69864230624604,2022-03-02,531,2017-07-13
779,WEB66321330035333,2017-08-01,538,2011-08-14
780,NMB14977416390961,2016-07-23,837,2015-08-17
781,NMB98392487865018,2022-03-25,268,2017-12-29
782,WDB11821138930619,2022-12-02,727,2022-07-15
783,WEB80622513916438,2018-12-10,878,2018-04-05
784,WEB13123430838277,2020-12-12,402,2016-09-08
785,W1T66297301473251,2021-01-25,663,2017-08-11
786,WDB97377912697971,2018-01-16,402,2017-05-16
787,WDB81076691642655,2023-03-12,385,2013-10-18
788,WDB19814422044133,2016-07-26,669,2014-09-19
789,NMB22114449954952,2021-08-08,240,2018-06-08
790,WDB38543597827809,2022-02-01,703,2020-05-20
791,WEB61318389057081,2023-08-01,837,2023-04-12
792,WDB29453558889448,2016-03-15,633,2012-02-08
793,WEB15023189079182,2014-07-16,617,2014-07-09
794,WEB96460657279275,2021-09-09,809,2011-06-19
795,W1T69755351316882,2014-09-07,885,2011-05-12
796,W1T89862866739244,2023-04-06,299,2011-11-25
797,WDB59811962129088,2019-07-12,559,2019-03-28
798,W1T57562686080905,2021-12-06,902,2019-03-19
799,W1T33630200707546,2021-07-18,362,2016-10-13
800,WEB88381220946230,2021-03-26,661,2014-02-04
801,WEB59949722051527,2019-09-02,287,2018-06-02
802,W1T87418086744583,2015-10-05,650,2011-09-18
803,W1T23922032799782,2023-09-25,577,2019-10-28
804,W1T70731527374677,2021-11-08,729,2021-02-06
805,NMB46780287817202,2023-09-13,609,2018-11-08
806,WEB22714251972331,2019-12-03,253,2018-01-28
807,WDB12699363400311,2023-02-07,724,2023-01-09
808,W1T34940677332808,2021-12-23,614,2017-02-19
809,WDB82667505414300,2022-03-29,833,2021-05-24
810,NMB77233097584285,2015-08-24,771,2015-07-29
811,W1T68028500137070,2021-05-13,411,2018-11-10
812,NMB77465410666513,2022-04-11,747,2017-03-23
813,WEB77679116751543,2012-06-29,619,2011-09-03
814,WEB91998585987183,2022-01-31,825,2019-08-16
815,W1T80122070050472,2022-11-06,926,2019-02-26
816,WEB94977030754064,2022-02-07,632,2016-04-28
817,NMB89025257625589,2021-08-27,882,2015-07-23
818,WDB63414807716549,2023-05-11,245,2022-10-23
819,WDB89379864714666,2019-08-20,837,2018-08-07
820,WEB66741276357809,2020-07-02,769,2020-04-15
821,WDB58575323612169,2023-03-07,575,2018-09-04
822,WDB51968353234754,2021-08-28,293,2020-11-22
823,WDB30300183646412,2019-06-20,662,2011-01-21
824,NMB84484888273718,2022-05-07,292,2021-07-22
825,WEB55963915322053,2023-02-13,620,2022-11-24
826,WDB54211815568208,2021-02-21,650,2019-03-20
827,WEB14075030708287,2019-10-27,926,2019-03-27
828,WDB14205956032457,2023-06-24,645,2016-09-12
829,W1T66150844483736,2023-08-31,812,2022-10-21
830,W1T39612701973227,2018-06-01,567,2015-07-12
831,W1T55679214743017,2022-05-15,701,2018-11-25
832,WDB24645080197009,2022-07-19,925,2021-07-23
833,NMB25033347603436,2014-01-09,867,2013-03-14
834,NMB61103784191343,2020-02-23,527,2017-07-29
835,WDB62508266064518,2020-10-28,811,2017-10-29
836,NMB14004427773768,2023-05-07,385,2022-07-10
837,NMB24066984003205,2023-05-17,251,2017-02-23
838,WDB47326325663690,2023-09-10,853,2022-11-25
839,W1T38733484437190,2020-01-16,779,2015-06-05
840,W1T28143913861658,2022-05-20,288,2021-07-16
841,W1T32690913002472,2019-06-04,556,2017-08-27
842,WEB10674891300847,2023-06-10,362,2015-08-22
843,WEB47650086694287,2021-02-14,934,2019-12-10
844,NMB93349441097746,2021-10-21,544,2019-11-07
845,WEB94991301578536,2014-07-16,556,2012-04-23
846,NMB94767006099539,2021-07-02,282,2013-09-12
847,WDB13462217889627,2022-09-10,817,2022-08-24
848,NMB63916415572518,2020-09-14,857,2014-10-31
849,WEB24863614287185,2022-12-12,639,2018-03-21
850,WDB34365447198141,2022-04-16,496,2015-10-03
851,WDB42336739818568,2023-01-04,275,2022-05-28
852,W1T55350638037078,2015-02-03,563,2012-08-15
853,NMB73010764645949,2022-03-30,635,2020-04-15
854,NMB16183424538152,2021-08-13,515,2020-12-10
855,WEB88547591861987,2023-03-21,535,2022-03-07
856,NMB98082044778836,2020-07-05,761,2019-06-05
857,WEB62154527109278,2014-12-04,386,2013-09-29
858,W1T65273496615087,2023-07-11,211,2019-09-29
859,WEB77889120469240,2023-04-21,785,2019-08-23
860,W1T85788635315208,2019-07-15,527,2014-05-26
861,NMB28230418672529,2023-09-05,220,2022-07-01
862,WDB90445638616743,2020-03-17,723,2017-06-15
863,WEB52211780689610,2023-06-20,808,2022-12-08
864,WEB92768014280626,2017-04-11,223,2012-06-14
865,WEB93547780200848,2016-12-10,486,2012-05-14
866,WDB50357985951190,2012-12-15,772,2012-11-18
867,WDB40811579400842,2023-02-14,400,2022-02-22
868,WDB99317714708679,2022-10-06,611,2018-01-13
869,WEB97095033672922,2022-07-24,248,2018-05-26
870,WDB29470341358365,2022-10-20,919,2016-07-26
871,WEB18165714266938,2017-06-07,287,2015-05-31
872,W1T74887005038869,2021-09-29,575,2011-11-27
873,W1T48025249883837,2019-10-12,237,2018-11-01
874,WEB54768464528164,2023-03-16,257,2011-08-12
875,WDB22761476416899,2022-05-31,207,2015-05-13
876,WDB51610685857732,2023-08-15,824,2020-11-13
877,WEB60335543860178,2023-06-29,251,2014-05-26
878,NMB69241103177877,2018-01-02,768,2012-12-31
879,W1T66231113272041,2017-07-02,815,2015-03-01
880,W1T21527921572922,2023-09-06,701,2020-06-10
881,WEB94787579074502,2012-11-01,669,2012-01-12
882,NMB88839863799113,2022-03-18,605,2019-11-19
883,WEB18233863929383,2021-03-12,935,2021-01-20
884,WDB56028203011460,2020-05-10,811,2011-07-31
885,W1T51839083072896,2021-03-16,785,2019-10-19
886,WEB24183374956929,2022-09-08,662,2021-04-07
887,NMB91022677732285,2022-05-28,601,2022-04-05
888,WDB95211756834554,2023-09-14,631,2014-12-13
889,WDB64937186583990,2021-04-01,861,2017-03-29
890,W1T41362837940705,2022-02-25,639,2021-11-18
891,W1T38083337701488,2021-11-02,537,2013-07-03
892,NMB43384852922058,2023-04-03,735,2020-02-15
893,W1T57285098953787,2018-06-03,292,2016-05-29
894,NMB98578094565767,2019-03-31,686,2014-02-13
895,NMB48015479399821,2014-02-14,528,2012-10-11
896,WDB89745357528384,2015-10-06,544,2014-02-17
897,NMB95745914626710,2019-02-19,816,2018-02-22
898,WEB66290996275464,2022-03-06,226,2022-01-15
899,WEB90695891321188,2014-04-23,254,2011-11-05
900,W1T51830056906375,2021-10-08,614,2011-06-13
901,NMB86285395418701,2022-11-01,933,2020-10-04
902,W1T12836744608641,2022-10-30,703,2013-08-11
903,WEB43384296527505,2023-06-27,228,2014-01-22
904,WEB73521257362345,2018-09-26,293,2016-02-08
905,NMB77609151620014,2017-05-12,241,2016-03-14
906,NMB40532790361350,2023-01-01,225,2022-12-23
907,NMB54468447283985,2022-02-23,531,2021-03-30
908,WDB57449558962678,2021-10-07,385,2011-12-25
909,WEB91213940106807,2021-10-17,411,2021-04-04
910,NMB44157131750337,2015-08-22,563,2014-11-09
911,W1T88885766999552,2020-09-03,654,2015-09-13
912,WDB74567420809859,2014-08-12,249,2011-12-15
913,WDB38802324897629,2022-03-13,238,2021-11-16
914,WEB66717022291773,2018-09-04,523,2013-04-08
915,WEB65751325613149,2013-05-29,513,2012-01-31
916,WEB58363430041232,2023-02-10,927,2021-07-18
917,WEB59277200203324,2023-05-26,811,2015-03-15
918,NMB65885082354230,2023-04-05,649,2023-02-22
919,WEB46978943452056,2022-06-24,241,2020-09-06
920,WDB33904419315905,2022-01-05,231,2020-08-16
921,WDB18522867146111,2021-01-02,619,2019-07-27
922,WEB53089841269415,2019-09-07,720,2011-03-25
923,WDB76843718916833,2021-12-09,818,2021-03-08
924,WEB69042515988629,2020-05-14,401,2020-01-05
925,WDB29305371058886,2018-10-24,558,2012-03-02
926,NMB69804147099147,2019-02-07,686,2016-02-14
927,WEB81127905843171,2020-07-12,769,2015-09-16
928,WEB70072800432327,2022-10-24,211,2022-08-15
929,NMB20236805260296,2020-10-08,902,2015-04-01
930,WEB74410778680364,2022-12-13,211,2021-11-01
931,WDB14498247353009,2023-09-26,763,2018-11-21
932,NMB54164618751220,2019-12-15,641,2014-04-12
933,W1T61301562688846,2015-04-16,727,2015-01-10
934,NMB63623425499754,2022-05-06,235,2020-01-16
935,WDB94144570885995,2022-12-16,821,2012-08-12
936,NMB55525918589214,2018-04-05,561,2014-12-07
937,NMB55700222681354,2021-11-04,214,2016-08-14
938,NMB64282057891320,2018-05-01,228,2013-11-24
